,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
2339,Tintagel Drive,Amenity green space,Harrow,0.1716,517956.0,192520.0
2340,Tyburn Lane War Memorial,Other hard surfaced areas,Harrow,0.0472,515449.0,187767.0
2341,Uford Close,Amenity green space,Harrow,0.0832,513915.0,191212.0
2342,Stanmore Park Estate,Amenity green space,Harrow,0.6623,516545.0,192199.0
2343,Vernon Drive,Amenity green space,Harrow,0.5104,516726.0,190854.0
2344,Village Way East,Amenity green space,Harrow,0.0876,513125.0,187813.0
2345,Wakehams Hill Allotments,Allotments,Harrow,0.155,513012.0,189640.0
2346,Walton Avenue,Amenity green space,Harrow,0.232,512816.0,185847.0
2347,"War Memorial, Station Road",Other hard surfaced areas,Harrow,0.1107,515578.0,189185.0
2348,Waxwell Lane,Amenity green space,Harrow,0.1489,511792.0,190471.0
2349,Weald Wood,Nature reserve,Harrow,2.4897,513910.0,192634.0
2350,West Bere Drive 1,Amenity green space,Harrow,0.1493,517794.0,192555.0
2351,West Bere Drive 2,Amenity green space,Harrow,0.1926,517839.0,192371.0
2352,Weston Drive Allotments,Allotments,Harrow,0.6964,516756.0,190683.0
2353,Whittlesea Road,Amenity green space,Harrow,0.0875,514189.0,191026.0
2354,Wildcroft Gardens,Amenity green space,Harrow,0.2114,517619.0,191555.0
2355,Wilson Gardens,Amenity green space,Harrow,0.1389,514189.0,187944.0
2356,Winston Close,Amenity green space,Harrow,0.1136,515603.0,191498.0
2357,Woodlands Drive,Amenity green space,Harrow,0.2112,515808.0,191593.0
2358,Woodlands Open Space,Amenity green space,Harrow,1.6798,513352.0,188913.0
2359,Harrow Cricket Ground,Other recreational,Harrow,3.6542,515044.0,185912.0
2360,Harrow View,Amenity green space,Harrow,0.1262,514583.0,189610.0
2361,Heronslea Drive,Amenity green space,Harrow,0.076,518134.0,192430.0
2362,"High Street, Pinner",Amenity green space,Harrow,0.0842,512324.0,189676.0
2363,Holy Trinity Church Seats,Other hard surfaced areas,Harrow,0.0694,515389.0,189712.0
2364,Isolation Hospital Allotments,Allotments,Harrow,0.4644,518470.0,189965.0
2365,Jubilee Close Play Area,Play space,Harrow,0.0097,511322.0,190416.0
2366,Kelvin Crescent,Amenity green space,Harrow,0.1808,515400.0,191476.0
2367,Kenmore Road Play Area,Play space,Harrow,0.3388,517771.0,189508.0
2368,Kerry Court,Amenity green space,Harrow,0.3364,517554.0,192624.0
2369,Kipling Place,Amenity green space,Harrow,0.4458,515708.0,191897.0
2370,Lady Alesford Avenue,Amenity green space,Harrow,3.4137,516655.0,191852.0
2371,Langton Road,Amenity green space,Harrow,0.1006,514270.0,191153.0
2372,Lascelles Avenue North,Amenity green space,Harrow,0.0414,514868.0,187805.0
2373,Lascelles Avenue South,Amenity green space,Harrow,0.1834,514748.0,187736.0
2374,Flecker Close,Amenity green space,Harrow,0.1793,515872.0,192263.0
2375,Lowlands Recreation Ground,Recreation ground,Harrow,0.9888,515341.0,187921.0
2376,Lynwood Close,Amenity green space,Harrow,0.102,512381.0,186324.0
2377,Marsh Road,Amenity green space,Harrow,0.1037,512508.0,189071.0
2378,Marshalls Allotments,Allotments,Harrow,0.6214,514534.0,187715.0
2379,Melbourne Avenue,Amenity green space,Harrow,0.3651,513753.0,189865.0
2380,Mepham Crescent 1,Amenity green space,Harrow,0.403,514359.0,191292.0
2381,Mepham Crescent 2,Amenity green space,Harrow,0.1258,514398.0,191364.0
2382,Mill Farm Close,Amenity green space,Harrow,0.0824,511164.0,190296.0
2383,Newton Park Pitches,Playing fields,Harrow,3.6213,512813.0,186687.0
2384,Northolt Road Allotments,Allotments,Harrow,0.5027,514465.0,186533.0
2385,Northolt Road Estate,Amenity green space,Harrow,0.3784,514576.0,186665.0
2386,Northolt Road Estate Play Area,Play space,Harrow,0.0223,514543.0,186664.0
2387,Tookes Green,Amenity green space,Harrow,0.1173,512672.0,189506.0
2388,Nursery Road,Amenity green space,Harrow,0.5648,511150.0,189765.0
2389,Orchard Close,Amenity green space,Harrow,0.0801,518390.0,191826.0
2390,Peters Close,Amenity green space,Harrow,0.1606,517750.0,191905.0
2391,Pinner Green,Other hard surfaced areas,Harrow,0.0976,511309.0,189984.0
2392,Pinner High Street,Other hard surfaced areas,Harrow,0.0341,512324.0,189632.0
2393,Rayners Lane Station,Other hard surfaced areas,Harrow,0.021,513009.0,187566.0
2394,Rayners Mead Allotments,Allotments,Harrow,0.5225,513280.0,187879.0
2395,Rose Garden Close,Amenity green space,Harrow,0.0655,518425.0,192008.0
2396,Roxeth Library & Sensory Garden,Other hard surfaced areas,Harrow,0.0291,514035.0,186131.0
2397,Roxeth Park Natural Area,Nature reserve,Harrow,2.6115,514483.0,185822.0
2398,Rusper Close,Amenity green space,Harrow,0.222,517384.0,192548.0
2399,Whitefriars Open Space,Amenity green space,Harrow,0.6691,514941.0,190120.0
2400,Yeading Walk Green Corridor (Harrow),Park,Harrow,2.7578,513005.0,188610.0
2401,Headstone Lane,Amenity green space,Harrow,0.1248,513935.0,190229.0
2402,Maryatt Avenue Home Zone,Other hard surfaced areas,Harrow,0.2642,513591.0,186821.0
2403,Bentley Old Vicarage Nature Reserve,Nature reserve,Harrow,0.8707,515282.0,191814.0
2404,Bedfords Park,Park,Havering,87.129,551851.0,192118.0
2405,Belhus Woods Country Park,Park,Havering,37.6768,556810.0,182567.0
2406,Berwick Woods,Other recreational,Havering,26.5777,554024.0,183871.0
2407,Bretons Farm Outdoor Recreation Centre,Playing fields,Havering,64.6992,551506.0,184796.0
2408,Thames Chase Community Forest East,Other recreational,Havering,16.3096,558721.0,186006.0
2409,Brooklands Green,Other recreational,Havering,0.282,550582.0,189266.0
2410,Brookway open space,Play space,Havering,0.7601,552661.0,181825.0
2411,Bryant Road Water Storage Area,Amenity green space,Havering,0.366,553867.0,190335.0
2412,Byron Road Green,Amenity green space,Havering,0.2814,553140.0,190823.0
2413,Cambourne Avenue Green (small),Amenity green space,Havering,0.1057,554138.0,191313.0
2414,Louis Marchasi Playsite (Maybank),Recreation ground,Havering,0.2413,552872.0,185202.0
2415,Lodge Lane Playsite,Play space,Havering,0.4011,549431.0,192374.0
2416,Chelmsford Avenue Playsite,Play space,Havering,0.7923,550824.0,191442.0
2417,Clockhouse Gardens,Park,Havering,1.3134,556397.0,186533.0
2418,Hood Walk Playsite,Play space,Havering,0.1397,549780.0,190686.0
2419,Cottons Park,Park,Havering,6.4395,550653.0,188595.0
2420,"The Glen, Elm Park",Play space,Havering,0.3532,552019.0,185694.0
2421,Cranham Marsh NR,Nature reserve,Havering,12.1407,557038.0,185500.0
2422,Dagnam Park,Park,Havering,46.952,555132.0,193048.0
2423,Stratton Wood,Other recreational,Havering,0.9031,555433.0,191987.0
2424,Central Park (Havering),Park,Havering,12.4563,554490.0,192187.0
2425,Deere Avenue Open Space,Other recreational,Havering,0.1727,552358.0,184678.0
2426,Duck Wood,Nature reserve,Havering,10.035,555556.0,192384.0
2427,Elizabeth House Green,Park,Havering,0.291,553292.0,189392.0
2428,Elvet Avenue Playsite,Play space,Havering,0.1321,553370.0,189505.0
2429,Farringdon Avenue Flood Lagoon,Playing fields,Havering,1.3052,553526.0,190910.0
2430,Fleet Close Play Site,Park,Havering,0.6812,556952.0,188426.0
2431,Ford Sports and Social Club Playing Fields,Playing fields,Havering,10.2717,549822.0,187297.0
2432,Fox Covert,Amenity green space,Havering,4.7033,555493.0,187204.0
2433,Galleywood Crescent Open Space,Other recreational,Havering,0.286,550952.0,191561.0
2434,Gary Way Corner,Amenity green space,Havering,0.1145,551034.0,191359.0
2435,Gaynes Parkway,Park,Havering,6.7974,555135.0,186140.0
2436,Gidea Park Sports Ground,Playing fields,Havering,7.1237,553098.0,190447.0
2437,Gidea Park Methodist Church,Cemetery/churchyard,Havering,0.1298,553121.0,188944.0
2438,Gooshays Drive Verges,Amenity green space,Havering,3.5577,554524.0,191491.0
2439,Gooshays Gardens Green,Amenity green space,Havering,0.8999,554253.0,191914.0
2440,Thames Chase Community Forest,Public woodland,Havering,39.92,558320.0,186107.0
2441,Halesworth Rd Green E,Amenity green space,Havering,0.4037,554349.0,191564.0
2442,Halesworth Rd green W,Amenity green space,Havering,0.1709,554279.0,191540.0
2443,Harold Court Woods,Public woodland,Havering,26.7046,556015.0,190982.0
2444,Harold Wood Park,Park,Havering,19.5982,555169.0,190075.0
2445,Harrow Lodge Park,Park,Havering,53.4852,552688.0,186596.0
2446,Hatters Wood,Other recreational,Havering,12.8738,554674.0,192763.0
2447,Hatters Wood W of Whitchurch Rd,Park,Havering,0.1376,554485.0,192427.0
2448,Hatters Wood extension,Park,Havering,0.221,554456.0,192351.0
2449,Havering Village Green,Amenity green space,Havering,0.6273,551243.0,193080.0
2450,Havering Country Park,Country park,Havering,67.7575,550437.0,192746.0
2451,Haynes Park,Park,Havering,11.5909,553581.0,188850.0
2452,Heron Way Open Space East,Park,Havering,0.1926,557743.0,187273.0
2453,North Hill Drive Open Space,Amenity green space,Havering,0.1853,553731.0,192551.0
2454,Folkes Lane Woodland,Public woodland,Havering,46.5791,557556.0,189478.0
2455,Holy Cross Parish Church,Cemetery/churchyard,Havering,0.6997,552289.0,187467.0
2456,Hornchurch Country Park,Country park,Havering,96.5029,553224.0,184224.0
2457,Hylands Park,Park,Havering,6.8106,552587.0,188088.0
2458,Footpath 21 - Vernon Road,Amenity green space,Havering,2.3754,550717.0,192241.0
2459,Ingrebourne Country Park,Park,Havering,59.1823,552515.0,183418.0
2460,Ingrebourne Greenway,Park,Havering,10.2548,554647.0,185641.0
2461,Ingrebourne Marshes,Nature reserve,Havering,55.8571,553287.0,183665.0
2462,Ingrebourne River South of New Road,River,Havering,1.8308,552179.0,182544.0
2463,Jutsums Recreation Ground,Recreation ground,Havering,1.7322,549957.0,187862.0
2464,King George's Playing Field (Havering),Park,Havering,9.5076,550142.0,189574.0
2465,Langtons Gardens,Park,Havering,2.3804,553738.0,187521.0
2466,Lawns Park,Park,Havering,7.052,550355.0,190867.0
2467,Lexington Way Open Space,Play space,Havering,0.6357,557510.0,188223.0
2468,Leyburn Rd Circle,Amenity green space,Havering,0.4184,554118.0,191511.0
2469,Lister Avenue Open Space,Amenity green space,Havering,0.6037,553991.0,190370.0
2470,Lodge Farm Park,Park,Havering,4.9513,551966.0,189214.0
2471,Catholic Church of Corpus Christi,Cemetery/churchyard,Havering,0.4147,549693.0,190854.0
2472,Macon Way Open Space,Amenity green space,Havering,0.4298,557519.0,188024.0
2473,Malan Close,Other recreational,Havering,0.2837,552577.0,184957.0
2474,Market Place,Civic/market square,Havering,0.8749,551270.0,188960.0
2475,Maybank Walk,Other recreational,Havering,0.1407,553533.0,185408.0
2476,Maytree Close Play Space,Play space,Havering,0.1531,551362.0,183342.0
2477,Montgomery Playground,Play space,Havering,0.1623,553786.0,192378.0
2478,Myrtle Road/Chatteris Avenue Open Space,Amenity green space,Havering,1.5685,553456.0,191717.0
2479,Stirling Close,Other recreational,Havering,1.0659,552551.0,182589.0
2480,New Zealand Way Open Space,Other recreational,Havering,0.8003,551823.0,182801.0
2481,Newbury Close Green,Amenity green space,Havering,0.2132,553532.0,191968.0
2482,Old Redland Aggregates Works,Park,Havering,76.2647,556787.0,183235.0
2483,Lilliput Road Open Space,Other recreational,Havering,0.9668,550717.0,187675.0
2484,Oldchurch Park,Park,Havering,9.9258,551184.0,187749.0
2485,Pages Wood,Public woodland,Havering,79.3927,555757.0,189717.0
2486,Pains Meadow (including Guys Field),Park,Havering,1.7314,555066.0,191304.0
2487,Parish Church of St John the Divine,Cemetery/churchyard,Havering,0.0957,550156.0,189089.0
2488,Park Lane Recreation Ground,Recreation ground,Havering,1.9492,552042.0,187686.0
2489,Penzance Gardens Green,Other recreational,Havering,0.1635,555191.0,191637.0
2490,"Rainham Marsh, N of A13",Nature reserve,Havering,25.431,552147.0,181613.0
2491,"Rainham Marsh, S of A13",Nature reserve,Havering,57.869,551816.0,181037.0
2492,Rainham recreation ground,Recreation ground,Havering,1.4262,552272.0,182358.0
2493,Brittons Playing Fields,Playing fields,Havering,11.0316,551779.0,184393.0
2494,Raphael Park,Park,Havering,16.8984,551830.0,190020.0
2495,Ravensbourne River (Havering),River,Havering,2.7249,553277.0,187690.0
2496,Reed Pond Walk Woodland,Amenity green space,Havering,1.2624,551941.0,190341.0
2497,River Rom (Havering),River,Havering,2.0535,549395.0,190423.0
2498,Coronation Gardens (Havering),Formal garden,Havering,0.4157,551500.0,189208.0
2499,Sage Wood NE Extension (Havering),Public woodland,Havering,4.3215,554717.0,192228.0
2500,Shoulder of Mutton Wood,Public woodland,Havering,2.0664,555131.0,191974.0
2501,South Street Open Space,Park,Havering,0.5534,551658.0,187510.0
2502,Spring Farm Park,Park,Havering,6.3716,553840.0,182415.0
2503,"St Andrews, Hornchurch",Cemetery/churchyard,Havering,4.978,554414.0,186806.0
2504,St Helens and St Giles Churchyard,Cemetery/churchyard,Havering,0.2901,552103.0,182196.0
2505,St Mary Magdelane Churchyard,Cemetery/churchyard,Havering,0.3232,558748.0,184864.0
2506,"St Nicholas Parish Church, Elm Park",Cemetery/churchyard,Havering,0.0416,552524.0,186019.0
2507,St Pauls Church,Cemetery/churchyard,Havering,0.361,554911.0,192009.0
2508,"St Thomas's, Noak Hill",Cemetery/churchyard,Havering,0.4955,554107.0,194008.0
2509,St. Andrew's Park,Recreation ground,Havering,3.0445,554600.0,187289.0
2510,St. John the Evangelist churchyard,Cemetery/churchyard,Havering,0.4292,551181.0,193070.0
2511,St Laurence's Churchyard,Cemetery/churchyard,Havering,0.6451,555952.0,186493.0
2512,Torrance Close Amenity Grassland,Amenity green space,Havering,0.1377,553039.0,187304.0
2513,The Ascension Church,Cemetery/churchyard,Havering,0.0924,549710.0,191093.0
2514,The Dell (Havering),Public woodland,Havering,1.04,554358.0,186834.0
2515,The Glens Playsite Rainham,Recreation ground,Havering,1.2936,553044.0,182145.0
2516,North Hill Recreation Ground,Recreation ground,Havering,2.3207,553566.0,192941.0
2517,Thurloe Gardens (Havering),Amenity green space,Havering,0.2091,551510.0,188205.0
2518,Tiverton Grove Green,Play space,Havering,0.2007,555131.0,192255.0
2519,Town Square at Fornham Road,Amenity green space,Havering,0.8146,553711.0,192146.0
2520,Tylers Common,Common,Havering,27.5371,556595.0,190581.0
2521,Upminster Cemetery,Cemetery/churchyard,Havering,11.1815,556720.0,185308.0
2522,Upminster Hall Playing Fields,Recreation ground,Havering,13.4738,556745.0,187850.0
2523,Upminster Park,Park,Havering,6.927,555789.0,186369.0
2524,Ashbourne Road Verge,Amenity green space,Havering,0.136,553467.0,192721.0
2525,Noak Hill Sports Ground,Playing fields,Havering,2.4955,554255.0,193929.0
2526,Victory Way Road Verge,Amenity green space,Havering,0.2163,549583.0,190417.0
2527,Warwick Wood,Nature reserve,Havering,5.0701,555859.0,183048.0
2528,Weald Brook,River,Havering,3.9313,555674.0,193294.0
2529,Wennington Church,Cemetery/churchyard,Havering,0.2114,553987.0,180942.0
2530,Wennington Village Green,Amenity green space,Havering,0.2327,554096.0,180926.0
2531,Westlands Playing Field,Playing fields,Havering,10.7097,549192.0,188046.0
2532,White Hart Lane / Cross Road Verges,Road island/verge,Havering,0.169,549645.0,190196.0
2533,Sunflower Way Flood Lagoon,Amenity green space,Havering,0.4695,553982.0,190536.0
2534,Whybridge Close Playsite,Play space,Havering,0.3303,551554.0,183618.0
2535,Wigtown Way Verges,Amenity green space,Havering,0.2364,554360.0,192672.0
2536,Wincanton Road Greens,Amenity green space,Havering,1.3884,553750.0,193202.0
2537,"Windmill Field, Upminster",Recreation ground,Havering,0.931,555701.0,186700.0
2538,Wingletye Lane Fields,Vacant land,Havering,3.962,555270.0,187699.0
2539,Wrexham Road Green,Amenity green space,Havering,0.225,553837.0,193077.0
2540,Gooshays Drive Albemarle Fields,Amenity green space,Havering,0.8568,554350.0,192021.0
2541,Dorking Road Playgroun,Play space,Havering,0.0868,553903.0,192560.0
2542,Highfield Towers Play Site,Play space,Havering,0.5284,550734.0,192170.0
2543,Jermains Wood,Public woodland,Havering,6.0157,557101.0,190926.0
2544,Forest Row Playsite,Play space,Havering,0.2013,549314.0,191749.0
2545,Painsbrook Open Space,Amenity green space,Havering,2.4134,554742.0,191739.0
2546,St Neots Adventure Playground,Playing fields,Havering,3.1826,554919.0,191515.0
2547,Rise Park,Park,Havering,9.68,551437.0,190979.0
2548,Mardyke Adventure Playground,Playing fields,Havering,4.1192,550999.0,183405.0
2549,Abbey Wood Open Space,Nature reserve,Havering,6.2463,553705.0,183570.0
2550,Amenity Grassland South of Manor Farm,Amenity green space,Havering,0.4838,554056.0,193150.0
2551,Berwick Ponds Angling Lake,Other recreational,Havering,6.9854,553975.0,183533.0
2552,Bevan Way Greenspace,Amenity green space,Havering,1.3062,554695.0,185950.0
2553,Bower Wood,Public woodland,Havering,11.1813,551587.0,192600.0
2554,Carters Brook North Ex-allotments Land,Amenity green space,Havering,0.3587,554004.0,192595.0
2555,Central Park Leisure and Myplace,Playing fields,Havering,2.27,554158.0,192216.0
2556,Chudleigh Road Open Space,Amenity green space,Havering,2.8165,554101.0,192609.0
2557,Collier Row Green Link,Walking/cycling route,Havering,3.861,549610.0,191736.0
2558,Collier Row Recreation Ground,Recreation ground,Havering,2.4441,549386.0,191150.0
2559,Cranham Church,Cemetery/churchyard,Havering,0.3392,557198.0,186155.0
2560,Cranham Playing Fields,Playing fields,Havering,8.7196,558048.0,187529.0
2561,Elliot Playing Field,Playing fields,Havering,1.2602,555356.0,188718.0
2562,Fielders Field Sports Ground,Playing fields,Havering,1.737,553661.0,187636.0
2563,Forest Lodge Activities Centre / Colliers Row Jnrs FC,Recreation ground,Havering,9.4336,549110.0,191701.0
2564,Franks Wood,Public woodland,Havering,4.1529,558300.0,187485.0
2565,Grenfell Park,Park,Barking and Dagenham; Havering,6.2482,551499.0,187110.0
2566,Hacton Parkway and Playsite,Park,Havering,5.1601,554562.0,185715.0
2567,Hadleys Millennium Wood,Nature reserve,Havering,6.5172,557200.0,188592.0
2568,Hamilton Drive Open Space,Amenity green space,Havering,0.1343,554183.0,190069.0
2569,Havering Playing Field,Playing fields,Havering,1.8241,551095.0,193542.0
2570,Hitchen Close Open Space,Amenity green space,Havering,0.686,553227.0,192717.0
2571,Ingrebourne River,River,Havering,0.9036,555202.0,186462.0
2572,Jewish Cemetery (Havering),Cemetery/churchyard,Havering,21.0844,554267.0,182657.0
2573,Keats Avenue Playsite,Play space,Havering,2.9789,552403.0,190904.0
2574,Paines Brook,River,Havering,0.6265,555036.0,191412.0
2575,Painsbrook Adventure Playground,Play space,Havering,0.6626,555213.0,191216.0
2576,Parklands Open Space,Park,Havering,4.5242,555752.0,185068.0
2577,Priory Road Open Space,Amenity green space,Havering,6.4388,554127.0,192952.0
2578,Scrub/woodland W of Moor Lane,Park,Havering,7.4318,557848.0,188353.0
2579,Suttons Parkway,Park,Havering,9.5024,554170.0,185243.0
2580,Tyle Green Open Space,Amenity green space,Havering,2.7632,554461.0,189113.0
2581,Warley Street Drain,River,Havering,0.7073,559598.0,187386.0
2582,White Hart Fields,Amenity green space,Havering,4.2197,549445.0,190140.0
2583,White Hart Lane Educational Nature Reserve,Nature reserve,Havering,0.6618,549259.0,190446.0
2584,Annette Crescent,Amenity green space,Islington,0.0945,532327.0,184259.0
2585,Archway Road Cutting,Road island/verge,Islington,0.6171,529135.0,187270.0
2586,Archway Cutting East,Road island/verge,Islington,0.0832,529153.0,187371.0
2587,Archway Park,Park,Islington,0.8031,529405.0,186993.0
2588,Arlington Square Gardens,Formal garden,Islington,0.3536,532402.0,183604.0
2589,Arundel Square Gardens,Park,Islington,0.7648,531144.0,184584.0
2590,Olden Community Garden,Railway cutting,Islington,0.5806,531513.0,185343.0
2591,Balls Pond Road Verge,Road island/verge,Islington,0.1166,532904.0,184798.0
2592,Barnard Park,Park,Islington,4.1297,531011.0,183743.0
2593,Barnsbury Square,Park,Islington,0.4051,531115.0,184241.0
2594,Barnsbury Wood,Private woodland,Islington,0.3502,530863.0,184218.0
2595,Battishill Street Garden,Park,Islington,0.1105,531587.0,184057.0
2596,Baxter Rd Open Space,Other,Islington,0.4843,532856.0,184611.0
2597,Bingfield Park,Park,Islington,1.0865,530412.0,183978.0
2598,Bishop's Close Green,Park,Islington,0.4533,529112.0,186146.0
2599,Bunhill Fields Burial Ground,Cemetery/churchyard,Islington,1.6333,532690.0,182258.0
2600,Caledonian Park,Park,Islington,7.0151,530209.0,184698.0
2601,Tufnell Park,Playing fields,Islington,1.9277,529470.0,186043.0
2602,Canonbury Square,Formal garden,Islington,0.2593,531827.0,184454.0
2603,Celestial Church of Christ Churchyard,Cemetery/churchyard,Islington,0.0817,531299.0,183749.0
2604,Central Foundation School Playing Field,Playing fields,Islington,0.1452,532803.0,182419.0
2605,Compton Terrace Public Open Space,Road island/verge,Islington,0.3544,531637.0,184533.0
2606,Cornwallis Park,Landscaping around premises,Islington,0.4281,530117.0,186730.0
2607,Culpeper Street Community Garden,Community garden,Islington,0.1961,531203.0,183466.0
2608,Compton Park,Play space,Islington,0.1085,531832.0,182434.0
2609,Dalmeny Park,Park,Islington,0.1394,529795.0,185802.0
2610,Dartmouth Park and Reservoir,Park,Islington,3.1496,529038.0,186386.0
2611,Davenant Rd Open Space,Park,Islington,0.2563,529909.0,186643.0
2612,Dibden Street Triangle,Other,Islington,0.1416,532082.0,183898.0
2613,King Henry's Walk Garden,Community garden,Islington,0.2289,533046.0,184967.0
2614,New River Green Estate (Marquess Estate),Landscaping around premises,Islington,1.1547,532412.0,184655.0
2615,Duncan Terrace Gardens,Other,Islington,0.5728,531648.0,183280.0
2616,Edward Square,Park,Islington,0.425,530643.0,183590.0
2617,Elthorne Park (Islington),Park,Islington,2.3894,530004.0,187393.0
2618,Evershot Road Allotments,Allotments,Islington,0.0838,530775.0,187250.0
2619,Finsbury Square Garden,Park,Islington,0.701,532859.0,181962.0
2620,Fortune Street Garden,Park,Islington,0.3772,532348.0,182078.0
2621,Foxham Gardens,Park,Islington,0.7284,529635.0,186191.0
2622,Galway House / Grayson House Amenity Area,Park,Islington,0.1557,532401.0,182591.0
2623,Mora Street / Gambier House,Landscaping around premises,Islington,0.1879,532384.0,182711.0
2624,Gibson Square Gardens,Park,Islington,0.2894,531476.0,183835.0
2625,Gillespie Park Local Nature Reserve,Nature reserve,Islington,5.5092,531352.0,186100.0
2626,Girdlestone Park,Landscaping around premises,Islington,0.6871,529161.0,186762.0
2627,"Grand Union Canal, Tunnel to Dunbury St",Canal,Islington,0.3368,531785.0,183275.0
2628,"Grand Union Canal, York Way to Caledonian Rd",Canal,Islington,1.3483,530472.0,183449.0
2629,Granville Square,Other,Islington,0.2048,530959.0,182659.0
2630,Tibby Place,Play space,Islington,0.1411,532109.0,184028.0
2631,Muriel Street Garden,Landscaping around premises,Islington,0.1297,530873.0,183442.0
2632,Hatchard Rd Site,Nature reserve,Islington,0.0454,529995.0,186913.0
2633,Highbury Fields,Playing fields,Islington,11.9693,531718.0,185166.0
2634,Highbury Island,Road island/verge,Islington,0.2712,531659.0,184699.0
2635,Hillside Park,Park,Islington,0.7676,529636.0,187288.0
2636,Bevin Court,Landscaping around premises,Islington,0.8504,530980.0,182953.0
2637,Camden Road Church Site,Cemetery/churchyard,Islington,0.0986,530559.0,185735.0
2638,Hornsey Lane Estate,Landscaping around premises,Islington,0.6067,529584.0,187653.0
2639,Islington Green Gardens,Formal garden,Islington,0.3339,531655.0,183623.0
2640,Jewish Burial Ground (Islington),Cemetery/churchyard,Islington,0.3395,533265.0,184953.0
2641,King Square Park,Park,Islington,1.2574,531977.0,182647.0
2642,Kinloch Street Open Space,Other,Islington,0.3373,530892.0,186195.0
2643,Laycock St Open Space,Amenity green space,Islington,1.0042,531472.0,184595.0
2644,Lloyd Square,Other,Islington,0.1867,531092.0,182770.0
2645,Lonsdale Square Garden,Other,Islington,0.191,531294.0,183996.0
2646,Biddestone Road Open Space,Park,Islington,0.1929,530794.0,185582.0
2647,Market Rd Garden,Formal garden,Islington,1.1074,530463.0,184713.0
2648,Milner Square,Play space,Islington,0.1987,531494.0,184031.0
2649,Myddelton Square Garden,Other,Islington,0.5331,531310.0,182938.0
2650,New River Head,Formal garden,Islington,0.3594,531366.0,182793.0
2651,Newington Green Gardens,Formal garden,Islington,0.662,532856.0,185360.0
2652,Northampton Square,Other,Islington,0.2747,531735.0,182641.0
2653,Paradise Park,Park,Islington,2.4275,530999.0,184968.0
2654,Pemberton Gardens,Amenity green space,Islington,0.1128,529456.0,186495.0
2655,Penn Rd Garden,Park,Islington,0.15,530549.0,185561.0
2656,Percy Circus,Road island/verge,Islington,0.1033,530905.0,182830.0
2657,Landseer Gardens,Play space,Islington,0.1941,530257.0,186538.0
2658,Petherton Green,Amenity green space,Hackney; Islington,0.5901,532488.0,185485.0
2659,Prebend Street Island,Road island/verge,Islington,0.1676,532172.0,183730.0
2660,Quaker Court and Garden,Landscaping around premises,Islington,0.2449,532528.0,182261.0
2661,Morton Road Playground,Play space,Islington,0.3834,532337.0,184070.0
2662,Radnor St Open Space,Park,Islington,0.3833,532380.0,182533.0
2663,Rosemary Gardens (Islington),Park,Islington,2.481,532725.0,183902.0
2664,Scholefield Road Open Space,Park,Islington,0.2157,529883.0,186979.0
2665,Royal Northern Gardens,Park,Islington,0.3976,530315.0,186363.0
2666,Skinner St Open Space,Park,Islington,0.3867,531440.0,182425.0
2667,Killick Street Open Space,Amenity green space,Islington,0.2116,530631.0,183259.0
2668,Spa Fields and Extension,Park,Islington,1.1868,531366.0,182442.0
2669,Spa Green,Park,Islington,0.5398,531463.0,182772.0
2670,St Andrew's Church Garden,Formal garden,Islington,0.2342,530801.0,184154.0
2671,St George's Open Space,Amenity green space,Islington,0.117,529968.0,185960.0
2672,St James Church Gardens,Cemetery/churchyard,Islington,0.5102,531528.0,182226.0
2673,Joseph Grimaldi Park,Play space,Islington,0.7238,530848.0,183134.0
2674,St John's Church,Cemetery/churchyard,Islington,0.1481,529706.0,186653.0
2675,St John's Gardens (Islington),Park,Islington,0.161,531632.0,181932.0
2676,St John's Way Verge,Road island/verge,Islington,0.9899,529710.0,187232.0
2677,St Jude St Open Space,Other,Islington,0.1482,533355.0,185044.0
2678,St Luke's Church & Garden,Formal garden,Islington,0.7555,532305.0,182460.0
2679,St Luke's Church (Islington),Cemetery/churchyard,Islington,0.0939,530331.0,185398.0
2680,St Mary Magdalene Garden,Formal garden,Islington,1.7366,531252.0,184934.0
2681,St Mary's Church Gardens (Islington),Cemetery/churchyard,Islington,0.5656,531769.0,183864.0
2682,St Mary's Churchyard (Islington),Cemetery/churchyard,Islington,0.0569,530195.0,187508.0
2683,St Paul's Park,Amenity green space,Islington,0.5609,532619.0,184743.0
2684,St Paul's Shrubbery,Park,Islington,0.4302,532570.0,184913.0
2685,Sunnyside Gardens,Landscaping around premises,Islington,0.3442,529881.0,187454.0
2686,Sussex Way Gardens,Vacant land,Islington,0.0997,530153.0,186968.0
2687,Thornhill Gardens,Other,Islington,0.3169,531133.0,183919.0
2688,Thornhill Rd Playground,Play space,Islington,0.1309,531244.0,184121.0
2689,Thornhill Square Garden,Formal garden,Islington,0.9626,530806.0,184051.0
2690,Basire Street Gardens,Play space,Islington,0.197,532374.0,183877.0
2691,Union Square,Formal garden,Islington,0.1764,532242.0,183604.0
2692,Whittington Park,Park,Islington,3.8871,529815.0,186445.0
2693,Wilmington Square Garden,Formal garden,Islington,0.3897,531172.0,182563.0
2694,Wilton Square,Formal garden,Islington,0.1404,532579.0,183766.0
2695,Woodfall Road Open Space,Other,Islington,0.152,531074.0,186978.0
2696,Wray Crescent Open Space,Park,Islington,2.1306,530534.0,186961.0
